Name;Density (g/cc);E-Modul (GPa);Poissons Ratio;Class
AISI Grade 18Ni (200) Maraging Steel, Aged, 75 mm round bar, tested in longitudinal direction;8.00;183;0.300
AISI Grade 18Ni (200) Maraging Steel, Aged, 150 mm (2 in.) round bar, tested in longitudinal direction;8.00;183;0.300
AISI Grade 18Ni (200) Maraging Steel, Aged, 150 mm square bar, tested in transverse direction;8.00;183;0.300
AISI Grade 18Ni (200) Maraging Steel, Aged, 6 mm square bar, tested in transverse direction;8.00;183;0.300
AISI Grade 18Ni (200) Maraging Steel, solution annealed at 815°C (1500°F) for 1 hour, air cooled, aged at 480°C (900°F) for 3 hours;8.00;183;0.300
AISI Grade 18Ni (250) Maraging Steel, nominal annealed properties;8.00;190;0.300
AISI Grade 18Ni (250) Maraging Steel, Aged, 16 mm round bar, tested longitudinal;8.00;190;0.300
AISI Grade 18Ni (250) Maraging Steel, Aged, 32 mm round bar, tested longitudinal;8.00;190;0.300
AISI Grade 18Ni (250) Maraging Steel, Aged, 75 mm round bar, tested longitudinal;8.00;190;0.300
AISI Grade 18Ni (250) Maraging Steel, Aged, 150 mm square bar, tested longitudinal;8.00;190;0.300
AISI Grade 18Ni (250) Maraging Steel, Aged, 150 mm square bar, tested transverse;8.00;190;0.300
AISI Grade 18Ni (250) Maraging Steel, Aged, 6 mm sheet, tested transverse;8.00;190;0.300
AISI Grade 18Ni (250) Maraging Steel, 3.18 mm thick sheet, solution annealed at 815°C (1500°F) for 30 minutes, air cooled, aged at 455°C (850°F) for 3 hours;8.00;190;0.300
AISI Grade 18Ni (250) Maraging Steel, 3.18 mm thick sheet, solution annealed at 815°C (1500°F) for 30 minutes, air cooled, aged at 480°C (900°F) for 1 hour;8.00;190;0.300
AISI Grade 18Ni (250) Maraging Steel, 3.18 mm thick sheet, solution annealed at 815°C (1500°F) for 30 minutes, air cooled, aged at 480°C (900°F) for 3 hours;8.00;190;0.300
AISI Grade 18Ni (250) Maraging Steel, 3.18 mm thick sheet, solution annealed at 815°C (1500°F) for 30 minutes, air cooled, aged at 480°C (900°F) for 6 hours;8.00;190;0.300
AISI Grade 18Ni (250) Maraging Steel, 3.18 mm thick sheet, solution annealed at 815°C (1500°F) for 30 minutes, air cooled, aged at 510°C (950°F) for 3 hours;8.00;190;0.300
AISI Grade 18Ni (250) Maraging Steel, solution annealed at 815°C (1500°F) for 1 hour, air cooled, aged at 480°C (900°F) for 3 hours;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel solution annealed at 815°C (1500°F) for 1 hour, air cooled, aged at 480°C (900°F) for 3 hours;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel nominal annealed properties;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel, Aged, round bar, tested longitudinal, 16 mm;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel, Aged, round bar, tested longitudinal, 32 mm;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel, Aged, round bar, tested longitudinal, 75 mm;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel, Aged, square bar, tested longitudinal, 150 mm;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel, Aged, square bar, tested transverse, 150 mm;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel, Aged, sheet, tested transverse, 6 mm;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel solution treated at 815°C (1500°F) for 15 minutes, air cooled, aged at 480°C (900°F) for 3 hours, 6.35 mm sheet;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel solution treated at 815°C (1500°F) for 15 minutes, air cooled, aged at 480°C (900°F) for 3 hours, 3.18 mm sheet;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel solution treated at 815°C (1500°F) for 15 minutes, air cooled, aged at 480°C (900°F) for 3 hours, 2.29 mm sheet;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel solution treated at 815°C (1500°F) for 15 minutes, air cooled, aged at 480°C (900°F) for 3 hours, 1.65 mm sheet;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel solution treated at 815°C (1500°F) for 15 minutes, air cooled, aged at 480°C (900°F) for 3 hours, 1.14 mm sheet;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel solution treated at 815°C (1500°F) for 15 minutes, air cooled, aged at 480°C (900°F) for 3 hours, 0.64 mm sheet;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel solution annealed at 815°C (1500°F) for 30 minutes, air cooled, aged at 455°C (850°F) for 3 hours, 3.18 mm sheet;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel solution annealed at 815°C (1500°F) for 30 minutes, air cooled, aged at 480°C (900°F) for 1 hour, 3.18 mm sheet;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel solution annealed at 815°C (1500°F) for 30 minutes, air cooled, aged at 480°C (900°F) for 3 hours, 3.18 mm sheet;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel solution annealed at 815°C (1500°F) for 30 minutes, air cooled, aged at 480°C (900°F) for 6 hours, 3.18 mm sheet;8.00;190;0.300
AISI Grade 18Ni (300) Maraging Steel solution annealed at 815°C (1500°F) for 30 minutes, air cooled, aged at 510°C (950°F) for 3 hours, 3.18 mm sheet;8.00;190;0.300
AISI Grade 18Ni (350) Maraging Steel nominal annealed properties;8.08;200;0.300
AISI Grade 18Ni (350) Maraging Steel, Aged, at RT, tested longitudinal, round bar 16 mm;8.08;200;0.300
AISI Grade 18Ni (350) Maraging Steel, Aged, at RT, tested longitudinal, round bar 32 mm;8.08;200;0.300
AISI Grade 18Ni (350) Maraging Steel, Aged, at RT, tested longitudinal, round bar 75 mm;8.08;200;0.300
AISI Grade 18Ni (350) Maraging Steel, Aged, at RT, tested transverse, sheet 6 mm thick;8.08;200;0.300
AISI Grade 18Ni (350) Maraging Steel solution annealed at 815°C (1500°F) for 1 hour, air cooled, aged at 480°C (900°F) for 6 hours;8.08;200;0.300
AISI 2330 Steel (UNS G23300);7.75;201 - 209;0.270 - 0.300
AISI 2515 Steel (UNS G25150);7.75;201 - 209;0.270 - 0.300
AISI 3120 Steel (UNS G31200);7.75;201 - 209;0.270 - 0.300
AISI 3150 Steel (UNS G31500);7.75;201 - 209;0.270 - 0.300
AISI 4053 Steel (UNS G40530);7.75;201 - 209;0.270 - 0.300
AISI 4063 Steel (UNS G40630);7.75;201 - 209;0.270 - 0.300
AISI 4337 Steel (UNS G43370);7.75;201 - 209;0.270 - 0.300
AISI 4340 Steel, oil quenched 845°C, 425°C (800°F) temper;7.85;212;0.300
AISI 4340 Steel, oil quenched 855°C (1570°F), 230°C (450°F) temper for 4 hrs.;7.85;196;0.300
AISI E4340 Steel, oil quenched 845°C, 650°C (1200°F) temper;7.85;213;0.300
AISI E4340 Steel, oil quenched 845°C, 425°C (800°F) temper;7.85;212;0.300
AISI E4340 Steel, oil quenched 855°C (1570°F), 230°C (450°F) temper for 4hrs.;7.85;196;0.300
AISI E4340 H Steel, oil quenched 845°C, 650°C (1200°F) temper;7.85;213;0.300
AISI E4340 H Steel, oil quenched 845°C, 425°C (800°F) temper;7.85;212;0.300
AISI E4340 H Steel, oil quenched 855°C (1570°F), 230°C (450°F) temper for 4 hrs;7.85;196;0.300
AISI 4640 Steel (UNS G46400);7.75;201 - 209;0.270 - 0.300
AISI E 52100 Steel (100Cr6, SUJ2, UNS G52986);7.81;210;0.300
AISI 6120 Steel (UNS G61200);7.75;201 - 209;0.270 - 0.300
AISI 6145 Steel (UNS G61450);7.75;201 - 209;0.270 - 0.300
AISI 8630 Steel, normalized;7.85;187;0.300
AISI 8630 Steel, oil quenched 845°C (1550°F), 455°C (850°F) temper;7.85;205;0.300
AISI 8630H Steel, normalized;7.85;187;0.300
AISI 8630H Steel, oil quenched 845°C (1550°F), 455°C (850°F) temper;7.85;205;0.300
AISI 86B30H Steel, normalized;7.85;187;0.300
AISI 86B30H Steel, oil quenched 845°C (1550°F), 455°C (850°F) temper;7.85;205;0.300
AISI 8750 Steel (UNS G87500);7.75;201 - 209;0.270 - 0.300
AISI 9261 Steel (UNS G92610);7.75;201 - 209;0.270 - 0.300
Oxygen-free silver-bearing Copper, UNS C10400;8.94;115;0.300
Oxygen-free silver-bearing Copper, UNS C10500;8.94;115;0.300
Oxygen-free silver-bearing Copper, UNS C10700;8.94;115;0.300
Electrolytic tough pitch anneal resistant Copper, UNS C11100;8.89 - 8.94;115;0.300
Silver-bearing tough pitch Copper, UNS C11300;8.89 - 8.94;115;0.300
Silver-bearing tough pitch Copper, UNS C11400;8.89 - 8.94;115;0.300
Silver-bearing tough pitch Copper, UNS C11500;8.89 - 8.94;115;0.300
Silver-bearing tough pitch Copper, UNS C11600;8.89 - 8.94;115;0.300
Cadmium-Copper, Deoxidized, UNS C14300;8.94;115;0.300
Cadmium-Copper, Deoxidized, UNS C14300 OS025 Temper;8.94;115;0.300
Cadmium-Copper, Deoxidized, UNS C14300 H04 Temper;8.94;115;0.300
Cadmium-Copper, Deoxidized, UNS C14300 H08 Temper;8.94;115;0.300
Cadmium-Copper, Deoxidized, UNS C14300 H10 Temper;8.94;115;0.300
Cadmium-Copper, Deoxidized, UNS C14310;8.94;115;0.300
Cadmium-Copper, Deoxidized, UNS C14310 OS025 Temper;8.94;115;0.300
Cadmium-Copper, Deoxidized, UNS C14310 H04 Temper;8.94;115;0.300
Cadmium-Copper, Deoxidized, UNS C14310 H08 Temper;8.94;115;0.300
Cadmium-Copper, Deoxidized, UNS C14310 H10 Temper;8.94;115;0.300
Sulfur bearing Copper, UNS C14700;8.94;115;0.300 - 0.310
Beryllium Copper, UNS C17000;8.26;115;0.300
Beryllium Copper, UNS C17000, TB00 Temper Strip;8.26;115;0.300
Beryllium Copper, UNS C17000, TD01 Temper Strip;8.26;115;0.300
Beryllium Copper, UNS C17000, TD02 Temper Strip;8.26;115;0.300
Beryllium Copper, UNS C17000, TD04 Temper Strip;8.26;115;0.300
Beryllium Copper, UNS C17000, TF00 Temper Strip;8.26;115;0.300
Beryllium Copper, UNS C17000, TH01 Temper Strip;8.26;115;0.300
Beryllium Copper, UNS C17000, TH02 Temper Strip;8.26;115;0.300
Beryllium Copper, UNS C17000, TH04 Temper Strip;8.26;115;0.300
Beryllium Copper, UNS C17000, TM00 Temper Strip;8.26;115;0.300
Beryllium Copper, UNS C17000, TM01 Temper Strip;8.26;115;0.300
Beryllium Copper, UNS C17000, TM02 Temper Strip;8.26;115;0.300
Beryllium Copper, UNS C17000, TM04 Temper Strip;8.26;115;0.300
Beryllium Copper, UNS C17000, TM06 Temper Strip;8.26;115;0.300
Beryllium Copper, UNS C17000, TM08 Temper Strip;8.26;115;0.300
Beryllium Copper, UNS C17000, TB00 Temper rod, bar, plate tubing;8.26;115;0.300
Beryllium Copper, UNS C17000, TF00 Temper rod, bar, plate tubing;8.26;115;0.300
Beryllium Copper, UNS C17000, TD04 Temper rod, bar, plate tubing, <10 mm;8.26;115;0.300
Beryllium Copper, UNS C17000, TH04 Temper rod, bar, plate tubing, <10 mm;8.26;115;0.300
Beryllium Copper, UNS C17000, TD04 Temper rod, bar, plate tubing, 10-25 mm;8.26;115;0.300
Beryllium Copper, UNS C17000, TH04 Temper rod, bar, plate tubing, 10-25 mm;8.26;115;0.300
Beryllium Copper, UNS C17000, TD04 Temper rod, bar, plate tubing, >25 mm;8.26;115;0.300
Beryllium Copper, UNS C17000, TH04 Temper rod, bar, plate tubing, >25 mm;8.26;115;0.300
Beryllium Copper, UNS C17000, As-cast Billet;8.26;115;0.300
Beryllium Copper, UNS C17000, Cast and Aged Billet;8.26;115;0.300
Beryllium Copper, UNS C17000, TB00 Temper Billet;8.26;115;0.300
Beryllium Copper, UNS C17000, TF00 Temper Billet;8.26;115;0.300
Beryllium Copper, UNS C17000, TB00 Temper Forging;8.26;115;0.300
Beryllium Copper, UNS C17000, TF00 Temper Forging;8.26;115;0.300
Chromium Copper, UNS C18200, TB00 Temper flat products;8.89;130;0.300
Chromium Copper, UNS C18200, TF00 Temper flat products;8.89;130;0.300
Chromium Copper, UNS C18200, TD04 Temper tube;8.89;130;0.300
Chromium Copper, UNS C18200, TD08 Temper 4 mm rod;8.89;130;0.300
Chromium Copper, UNS C18200 TH03 Temper (cold worked 6%) 13 mm rod;8.89;130;0.300
Chromium Copper, UNS C18200, TH04 Temper flat products, aged;8.89;130;0.300
Chromium Copper, UNS C18200, TH08 Temper 4 mm rod;8.89;130;0.300
Chromium Copper, UNS C18200, OSO60 tube;8.89;130;0.300
Chromium Copper, UNS C18200, TB00 Temper rod;8.89;130;0.300
Chromium Copper, UNS C18200, TF00 Temper 50 mm Plate;8.89;130;0.300
Chromium Copper, UNS C18200, TF00 Temper 75 mm Plate;8.89;130;0.300
Chromium Copper, UNS C18200, TF00 Temper 13 mm rod;8.89;130;0.300
Chromium Copper, UNS C18200, TF00 Temper 25 mm rod;8.89;130;0.300
Chromium Copper, UNS C18200, TF00 Temper 50 mm rod;8.89;130;0.300
Chromium Copper, UNS C18200, TF00 Temper 75 mm rod;8.89;130;0.300
Chromium Copper, UNS C18200, TF00 Temper 100 mm rod;8.89;130;0.300
Chromium Copper, UNS C18200, TD04 Temper flat products;8.89;130;0.300
Chromium Copper, UNS C18200, TD04 Temper 13 mm rod;8.89;130;0.300
Chromium Copper, UNS C18200, TH04 Temper 13 mm rod, aged;8.89;130;0.300
Chromium Copper, UNS C18200, TH04 Temper TH04, Cold Worked 28% tube;8.89;130;0.300
Chromium Copper, UNS C18400;8.89;130;0.300
Chromium Copper, UNS C18400, TB00 Temper flat products;8.89;130;0.300
Chromium Copper, UNS C18400, TF00 Temper flat products;8.89;130;0.300
Chromium Copper, UNS C18400, TD04 Temper tube;8.89;130;0.300
Chromium Copper, UNS C18400, TD08 Temper 4 mm rod;8.89;130;0.300
Chromium Copper, UNS C18400 TH03 Temper (cold worked 6%) 13 mm rod;8.89;130;0.300
Chromium Copper, UNS C18400, TH04 Temper flat products, aged;8.89;130;0.300
Chromium Copper, UNS C18400, TH08 Temper 4 mm rod;8.89;130;0.300
Chromium Copper, UNS C18400, OSO60 tube;8.89;130;0.300
Chromium Copper, UNS C18400, TB00 Temper rod;8.89;130;0.300
Chromium Copper, UNS C18400, TF00 Temper 50 mm Plate;8.89;130;0.300
Chromium Copper, UNS C18400, TF00 Temper 75 mm Plate;8.89;130;0.300
Chromium Copper, UNS C18400, TF00 Temper 13 mm rod;8.89;130;0.300
Chromium Copper, UNS C18400, TF00 Temper 25 mm rod;8.89;130;0.300
Chromium Copper, UNS C18400, TF00 Temper 50 mm rod;8.89;130;0.300
Chromium Copper, UNS C18400, TF00 Temper 75 mm rod;8.89;130;0.300
Chromium Copper, UNS C18400, TF00 Temper 100 mm rod;8.89;130;0.300
Chromium Copper, UNS C18400, TD04 Temper flat products;8.89;130;0.300
Chromium Copper, UNS C18400, TD04 Temper 13 mm rod;8.89;130;0.300
Chromium Copper, UNS C18400, TH04 Temper 13 mm rod, aged;8.89;130;0.300
Chromium Copper, UNS C18400, TH04 Temper TH04, Cold Worked 28% tube;8.89;130;0.300
Chromium Copper, UNS C18500;8.89;130;0.300
Chromium Copper, UNS C18500, TB00 Temper flat products;8.89;130;0.300
Chromium Copper, UNS C18500, TF00 Temper flat products;8.89;130;0.300
Chromium Copper, UNS C18500, TD04 Temper tube;8.89;130;0.300
Chromium Copper, UNS C18500, TD08 Temper 4 mm rod;8.89;130;0.300
Chromium Copper, UNS C18500 TH03 Temper (cold worked 6%) 13 mm rod;8.89;130;0.300
Chromium Copper, UNS C18500, TH04 Temper flat products, aged;8.89;130;0.300
Chromium Copper, UNS C18500, TH08 Temper 4 mm rod;8.89;130;0.300
Chromium Copper, UNS C18500, OSO60 tube;8.89;130;0.300
Chromium Copper, UNS C18500, TB00 Temper rod;8.89;130;0.300
Chromium Copper, UNS C18500, TF00 Temper 50 mm Plate;8.89;130;0.300
Chromium Copper, UNS C18500, TF00 Temper 75 mm Plate;8.89;130;0.300
Chromium Copper, UNS C18500, TF00 Temper 13 mm rod;8.89;130;0.300
Chromium Copper, UNS C18500, TF00 Temper 25 mm rod;8.89;130;0.300
Chromium Copper, UNS C18500, TF00 Temper 50 mm rod;8.89;130;0.300
Chromium Copper, UNS C18500, TF00 Temper 75 mm rod;8.89;130;0.300
Chromium Copper, UNS C18500, TF00 Temper 100 mm rod;8.89;130;0.300
Chromium Copper, UNS C18500, TD04 Temper flat products;8.89;130;0.300
Chromium Copper, UNS C18500, TD04 Temper 13 mm rod;8.89;130;0.300
Chromium Copper, UNS C18500, TH04 Temper 13 mm rod, aged;8.89;130;0.300
Chromium Copper, UNS C18500, TH04 Temper TH04, Cold Worked 28% tube;8.89;130;0.300
Beryllium Copper, UNS C17200, TB00 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TB00 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TD01 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TD01 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TD02 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TD02 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TD04 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TD04 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TF00 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TF00 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TH01 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TH01 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TH02 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TH02 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TH04 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TH04 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TM00 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TM00 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TM01 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TM01 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TM02 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TM02 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TM04 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TM04 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TM06 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TM06 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TM08 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TM08 Temper Strip;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TB00 Temper rod, bar, plate, tubing;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TB00 Temper rod, bar, plate, tubing;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TD04 Temper rod, bar, plate, tubing, <9.5 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TD04 Temper rod, bar, plate, tubing, <9.5 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TD04 Temper rod, bar, plate, tubing, 9.5-25 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TD04 Temper rod, bar, plate, tubing, 9.5-25 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TD04 Temper rod, bar, plate, tubing, >25 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TD04 Temper rod, bar, plate, tubing, >25 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TF00 Temper rod, bar, plate, tubing;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TF00 Temper rod, bar, plate, tubing;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TH04 Temper rod, bar, plate, tubing, <9.5 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TH04 Temper rod, bar, plate, tubing, <9.5 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TH04 Temper rod, bar, plate, tubing, 9.5-25 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TH04 Temper rod, bar, plate, tubing, 9.5-25 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TH04 Temper rod, bar, plate, tubing, >25 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TH04 Temper rod, bar, plate, tubing, >25 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TB00 Temper wire;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TB00 Temper wire;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TD04 Temper wire, <2 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TD04 Temper wire, <2 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TD04 Temper wire, 2-9.5 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TD04 Temper wire, 2-9.5 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TD04 Temper wire, >9.5 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TD04 Temper wire, >9.5 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TF00 Temper wire;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TF00 Temper wire;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TH04 Temper wire, <2 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TH04 Temper wire, <2 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TH04 Temper wire, 2-9.5 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TH04 Temper wire, 2-9.5 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TH04 Temper wire, >9.5 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TH04 Temper wire, >9.5 mm;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, As-cast Billet;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, As-cast Billet;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, Cast and Aged Billet;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, Cast and Aged Billet;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TB00 Tempered Billet;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TB00 Tempered Billet;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TF00 Tempered Billet;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TF00 Tempered Billet;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TB00 Tempered Forging;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TB00 Tempered Forging;8.25;125 - 130;0.300
Beryllium Copper, UNS C17200, TF00 Tempered Forging;8.25;125 - 130;0.300
Beryllium Copper, UNS C17300, TF00 Tempered Forging;8.25;125 - 130;0.300
Leaded Copper, UNS C18700;8.94;115;0.300
Leaded Copper, UNS C18700, H04 Temper 6 mm rod;8.94;115;0.300
Leaded Copper, UNS C18700, H04 Temper 13 mm rod;8.94;115;0.300
Leaded Copper, UNS C18700, H04 Temper 19 mm rod;8.94;115;0.300
Leaded Copper, UNS C18700, H04 Temper 25 mm rod;8.94;115;0.300
Copper, UNS C41100;8.80;115 - 125;0.300
Copper, UNS C41100, OSO50 Temper flat products;8.80;115 - 125;0.300
Copper, UNS C41100, OSO35 Temper flat products;8.80;115 - 125;0.300
Copper, UNS C41100, OSO25 Temper flat products;8.80;115 - 125;0.300
Copper, UNS C41100, OSO15 Temper flat products;8.80;115 - 125;0.300
Copper, UNS C41100, H01 Temper flat products;8.80;115 - 125;0.300
Copper, UNS C41100, H02 Temper flat products;8.80;115 - 125;0.300
Copper, UNS C41100, H03 Temper flat products;8.80;115 - 125;0.300
Copper, UNS C41100, H04 Temper flat products;8.80;115 - 125;0.300
Copper, UNS C41100, H06 Temper flat products;8.80;115 - 125;0.300
Copper, UNS C41100, H08 Temper flat products;8.80;115 - 125;0.300
Copper, UNS C41100, H10 Temper flat products;8.80;115 - 125;0.300
Copper, UNS C41100, H80 (70%) Temper 6 mm wire;8.80;115 - 125;0.300
Copper, UNS C41100, H80 (95%) Temper 3 mm wire;8.80;115 - 125;0.300
Copper, UNS C41100, H80 (98.7%) Temper 1 mm wire;8.80;115 - 125;0.300
Nickel silver 65-10, UNS C74500;8.69;120;0.300
Nickel silver 65-10, UNS C74500, OSO70 Temper flat products;8.69;120;0.300
Nickel silver 65-10, UNS C74500, OSO50, Temper flat products;8.69;120;0.300
Nickel silver 65-10, UNS C74500, OSO25, Temper flat products;8.69;120;0.300
Nickel silver 65-10, UNS C74500, OSO15, Temper flat products;8.69;120;0.300
Nickel silver 65-10, UNS C74500, H00 Temper flat products;8.69;120;0.300
Nickel silver 65-10, UNS C74500, H00 (10%) Temper wire;8.69;120;0.300
Nickel silver 65-10, UNS C74500, H01, Temper flat products;8.69;120;0.300
Nickel silver 65-10, UNS C74500, H01 (20%) Temper wire;8.69;120;0.300
Nickel silver 65-10, UNS C74500, H02 Temper flat products;8.69;120;0.300
Nickel silver 65-10, UNS C74500, H02 (37%) Temper wire;8.69;120;0.300
Nickel silver 65-10, UNS C74500, H04 Temper flat products;8.69;120;0.300
Nickel silver 65-10, UNS C74500, H04 (60%) Temper wire;8.69;120;0.300
Nickel silver 65-10, UNS C74500, H06 Temper flat products;8.69;120;0.300
Nickel silver 65-10, UNS C74500, H06 (75%) Temper wire;8.69;120;0.300
Nickel silver 65-10, UNS C74500, H08 (84%) Temper wire;8.69;120;0.300
Nickel silver 65-10, UNS C74500, OSO70 Temper wire;8.69;120;0.300
Nickel silver 65-10, UNS C74500, OSO50, Temper wire;8.69;120;0.300
Nickel silver 65-10, UNS C74500, OSO35, Temper wire;8.69;120;0.300
Nickel silver 65-10, UNS C74500, OSO25, Temper wire;8.69;120;0.300
Nickel silver 65-10, UNS C74500, OSO15, Temper wire;8.69;120;0.300
Beryllium-Copper Alloy 165C, UNS C82400, As-Cast;8.31;128;0.300
Beryllium-Copper Alloy 165C, UNS C82400, Cast and Aged;8.31;128;0.300
Beryllium-Copper Alloy 165C, UNS C82400, TB00 Temper;8.31;128;0.300
Beryllium-Copper Alloy 165C, UNS C82400, TF00 Temper;8.31;128;0.300
Beryllium-Copper Alloy 20C, UNS C82500, As Cast;8.26;128;0.300
Beryllium-Copper Alloy 20C, UNS C82500, Cast and Aged;8.26;128;0.300
Beryllium-Copper Alloy 20C, UNS C82500, TB00 Temper;8.26;128;0.300
Beryllium-Copper Alloy 20C, UNS C82500, TF00 Temper;8.26;128;0.300
Beryllium Copper 21C UNS C82510 Casting Alloy As-Cast;8.26;128;0.300
Beryllium Copper 21C UNS C82510 Casting Alloy Cast and Aged;8.26;128;0.300
Beryllium Copper 21C UNS C82510 Casting Alloy Solution Treated;8.26;128;0.300
Beryllium Copper 21C UNS C82510 Casting Alloy Solution Treated and Aged;8.26;128;0.300
Beryllium-Copper Casting Alloy 245C, UNS C82600, As-Cast;8.16;130;0.300
Beryllium-Copper Casting Alloy 245C, UNS C82600, Cast and Aged;8.16;130;0.300
Beryllium-Copper Casting Alloy 245C, UNS C82600, TB00 Temper;8.16;130;0.300
Beryllium-Copper Casting Alloy 245C, UNS C82600, TF00 Temper;8.16;130;0.300
Beryllium-Copper Casting Alloy 275C, UNS C82800, As-Cast;8.09;133;0.300
