Name;Density (g/cc);E-Modul (GPa);Class
ASTM A710 Steel, grade A, class 2, 6.4 - 25 mm inclusive;7.85;205;FerrousMetal
ASTM A710 Steel, grade A, class 2, 25 - 50 mm inclusive;7.85;205;FerrousMetal
ASTM A710 Steel, grade A, class 2, thickness > 50 mm;7.85;205;FerrousMetal
ASTM A710 Steel, grade A, class 3, 6.4 - 50 mm inclusive;7.85;205;FerrousMetal
ASTM A710 Steel, grade A, class 3, thickness > 50 mm;7.85;205;FerrousMetal
ASTM A710 Steel, grade B, thickness ≤ 6.4 mm;7.85;205;FerrousMetal
ASTM A710 Steel, grade B, 6.4 - 9.5 mm thicknesses;7.85;205;FerrousMetal
ASTM A710 Steel, grade B, 9.5 - 13 mm thicknesses;7.85;205;FerrousMetal
ASTM A710 Steel, grade B, 13 - 19 mm thicknesses;7.85;205;FerrousMetal
ASTM A182, Grade F11, Class 1;7.80;200;FerrousMetal
ASTM A283 Steel, grade A;7.80;200;FerrousMetal
ASTM A131 Steel, Grade AH32;7.80;200;FerrousMetal
ASTM A131 Steel, Grade AH36;7.80;200;FerrousMetal
ASTM A131 Steel, Grade CS;7.80;200;FerrousMetal
ASTM A131 Steel, Grade DS;7.80;200;FerrousMetal
ASTM A225 Low Alloy Steel, Grade A;7.80;200;FerrousMetal
ASTM A225 Low Alloy Steel, Grade B;7.80;200;FerrousMetal
ASTM A227 Steel Wire, Class I;7.80;200;FerrousMetal
ASTM A227 Steel Wire, Class II;7.80;200;FerrousMetal
ASTM A227M Steel Wire, Class I;7.80;200;FerrousMetal
ASTM A227M Steel Wire, Class II;7.80;200;FerrousMetal
ASTM A229 Oil-tempered Steel Wire, Class I;7.80;200;FerrousMetal
ASTM A229 Oil-tempered Steel Wire, Class II;7.80;200;FerrousMetal
ASTM A230 Carbon Steel Wire;7.80;200;FerrousMetal
ASTM A231 Alloy Steel Wire;7.80;200;FerrousMetal
ASTM A232 Alloy Steel Wire;7.80;200;FerrousMetal
ASTM A299 Carbon Steel, Manganese Silicon Alloy;7.80;200;FerrousMetal
ASTM A36 Steel, bar;7.85;200;FerrousMetal
ASTM A36 Steel, flange;7.85;200;FerrousMetal
ASTM A36 Steel, plate;7.80;200;FerrousMetal
ASTM A401 Alloy Steel Wire;7.80;200;FerrousMetal
ASTM A441 Steel, 19 mm thick;7.80;200;FerrousMetal
ASTM A442 Carbon Steel, Grade 55;7.80;200;FerrousMetal
ASTM A442 Carbon Steel, Grade 60;7.80;200;FerrousMetal
ASTM A455 Carbon Steel;7.80;200;FerrousMetal
ASTM A463 Aluminum-Coated Steel, Type I, Commercial Quality;7.80;200;FerrousMetal
ASTM A463 Aluminum-Coated Steel, Type I, Drawing Quality;7.80;200;FerrousMetal
ASTM A463 Aluminum-Coated Steel, Type I, Drawing Quality, Special Killed;7.80;200;FerrousMetal
ASTM A485 Steel, Grade 1;7.80;200;FerrousMetal
ASTM A485 Steel, Grade 2;7.80;200;FerrousMetal
ASTM A485 Steel, Grade 3;7.80;200;FerrousMetal
ASTM A485 Steel, Grade 4;7.80;200;FerrousMetal
ASTM A514 Steel, Grade R;7.80;200;FerrousMetal
ASTM A514 Steel, Grade S;7.80;200;FerrousMetal
ASTM A514 Steel, Grade T;7.80;200;FerrousMetal
ASTM A515 Carbon Steel, Grade 55;7.80;200;FerrousMetal
ASTM A515 Carbon Steel, Grade 60;7.80;200;FerrousMetal
ASTM A515 Carbon Steel, Grade 65;7.80;200;FerrousMetal
ASTM A516 Carbon Steel, Grade 65;7.80;200;FerrousMetal
ASTM A516 Carbon Steel, Grade 70;7.80;200;FerrousMetal
ASTM A517 Low Alloy Steel, Grade A;7.75;200;FerrousMetal
ASTM A517 Low Alloy Steel, Grade B;7.75;200;FerrousMetal
ASTM A517 Low Alloy Steel, Grade C;7.75;200;FerrousMetal
ASTM A517 Low Alloy Steel, Grade E;7.75;200;FerrousMetal
ASTM A517 Low Alloy Steel, Grade F;7.75;200;FerrousMetal
ASTM A517 Low Alloy Steel, Grade H;7.75;200;FerrousMetal
ASTM A517 Low Alloy Steel, Grade J;7.75;200;FerrousMetal
ASTM A517 Low Alloy Steel, Grade M;7.75;200;FerrousMetal
ASTM A517 Low Alloy Steel, Grade P;7.75;200;FerrousMetal
ASTM A517 Low Alloy Steel, Grade Q;7.75;200;FerrousMetal
ASTM A517 Low Alloy Steel, Grade S;7.75;200;FerrousMetal
ASTM A517 Low Alloy Steel, Grade T;7.75;200;FerrousMetal
ASTM A525 Galvanized Steel;7.80;200;FerrousMetal
ASTM A525M Galvanized Steel;7.80;200;FerrousMetal
ASTM A526 Galvanized Steel;7.80;200;FerrousMetal
ASTM A528 Galvanized Steel;7.80;200;FerrousMetal
ASTM A533 Low Alloy Steel, Grade A, Class 1;7.80;200;FerrousMetal
ASTM A533 Low Alloy Steel, Grade A, Class 2;7.80;200;FerrousMetal
ASTM A533 Low Alloy Steel, Grade A, Class 3;7.80;200;FerrousMetal
ASTM A533 Low Alloy Steel, Grade B, Class 1;7.80;200;FerrousMetal
ASTM A533 Low Alloy Steel, Grade B, Class 2;7.80;200;FerrousMetal
ASTM A533 Low Alloy Steel, Grade B, Class 3;7.80;200;FerrousMetal
ASTM A533 Low Alloy Steel, Grade C, Class 1;7.80;200;FerrousMetal
ASTM A533 Low Alloy Steel, Grade C, Class 2;7.80;200;FerrousMetal
ASTM A533 Low Alloy Steel, Grade C, Class 3;7.80;200;FerrousMetal
ASTM A533 Low Alloy Steel, Grade D, Class 1;7.80;200;FerrousMetal
ASTM A533 Low Alloy Steel, Grade D, Class 2;7.80;200;FerrousMetal
ASTM A533 Low Alloy Steel, Grade D, Class 3;7.80;200;FerrousMetal
ASTM A537 Carbon Steel, Class 2;7.80;200;FerrousMetal
ASTM A537 Carbon Steel, Class 1;7.80;200;FerrousMetal
ASTM A542 Low Alloy Steel, Grade A, Class 1;7.80;200;FerrousMetal
ASTM A542 Low Alloy Steel, Grade A, Class 2;7.80;200;FerrousMetal
ASTM A542 Low Alloy Steel, Grade A, Class 3;7.80;200;FerrousMetal
ASTM A542 Low Alloy Steel, Grade A, Class 4;7.80;200;FerrousMetal
ASTM A542 Low Alloy Steel, Grade A, Class 4a;7.80;200;FerrousMetal
ASTM A542 Low Alloy Steel, Grade B, Class 1;7.80;200;FerrousMetal
ASTM A542 Low Alloy Steel, Grade B, Class 2;7.80;200;FerrousMetal
ASTM A542 Low Alloy Steel, Grade B, Class 3;7.80;200;FerrousMetal
ASTM A542 Low Alloy Steel, Grade B, Class 4;7.80;200;FerrousMetal
ASTM A542 Low Alloy Steel, Grade B, Class 4a;7.80;200;FerrousMetal
ASTM A542 Low Alloy Steel, Grade C, Class 1;7.80;200;FerrousMetal
ASTM A542 Low Alloy Steel, Grade C, Class 2;7.80;200;FerrousMetal
ASTM A542 Low Alloy Steel, Grade C, Class 3;7.80;200;FerrousMetal
ASTM A542 Low Alloy Steel, Grade C, Class 4;7.80;200;FerrousMetal
ASTM A542 Low Alloy Steel, Grade C, Class 4a;7.80;200;FerrousMetal
ASTM A553 Alloy Steel, Grade I;7.80;200;FerrousMetal
ASTM A553 Alloy Steel, Grade II;7.80;200;FerrousMetal
ASTM A562 Carbon Steel, Titanium Alloy;7.80;200;FerrousMetal
ASTM A588 HSLA Steel Grade A, Thickness < 100 mm (4 in.);7.75;205;FerrousMetal
ASTM A588 HSLA Steel Grade A, Thickness 100 to 125 mm (4-5 in.);7.75;205;FerrousMetal
ASTM A588 HSLA Steel Grade A, Thickness 125 to 200 mm (5-8 in.);7.75;205;FerrousMetal
ASTM A588 HSLA Steel Grade B, Thickness < 100 mm (4 in.);7.75;205;FerrousMetal
ASTM A588 HSLA Steel Grade B, Thickness 100 to 125 mm (4-5 in.);7.75;205;FerrousMetal
ASTM A588 HSLA Steel Grade B, Thickness 125 to 200 mm (5-8 in.);7.75;205;FerrousMetal
ASTM A588 HSLA Steel Grade C, Thickness < 100 mm (4 in.);7.75;205;FerrousMetal
ASTM A588 HSLA Steel Grade C, Thickness 100 to 125 mm (4-5 in.);7.75;205;FerrousMetal
ASTM A588 HSLA Steel Grade C, Thickness 125 to 200 mm (5-8 in.);7.75;205;FerrousMetal
ASTM A588 HSLA Steel Grade D, Thickness < 100 mm (4 in.);7.75;205;FerrousMetal
ASTM A588 HSLA Steel Grade D, Thickness 100 to 125 mm (4-5 in.);7.75;205;FerrousMetal
ASTM A588 HSLA Steel Grade D, Thickness 125 to 200 mm (5-8 in.);7.75;205;FerrousMetal
ASTM A588 HSLA Steel Grade K, Thickness < 100 mm (4 in.);7.75;205;FerrousMetal
ASTM A588 HSLA Steel Grade K, Thickness 100 to 125 mm (4-5 in.);7.75;205;FerrousMetal
ASTM A588 HSLA Steel Grade K, Thickness 125 to 200 mm (5-8 in.);7.75;205;FerrousMetal
ASTM A591 Zinc Coated Steel, Commercial;7.80;200;FerrousMetal
ASTM A591 Zinc Coated Steel, Drawing;7.80;200;FerrousMetal
ASTM A599 Tin Coated Steel;7.80;200;FerrousMetal
ASTM A606 HSLA Steel, Hot Rolled Sheet;7.75;205;FerrousMetal
ASTM A606 HSLA Steel, Hot Rolled and Annealed or Normalized Sheet;7.75;205;FerrousMetal
ASTM A606 HSLA Steel, Cold Rolled Sheet;7.75;205;FerrousMetal
ASTM A612 Carbon Steel;7.80;200;FerrousMetal
ASTM A618 HSLA Steel Grade Ia, Thickness < 19 mm (3/4 in.);7.75;205;FerrousMetal
ASTM A618 HSLA Steel Grade Ib, Thickness < 19 mm (3/4 in.);7.75;205;FerrousMetal
ASTM A618 HSLA Steel Grade II, Thickness < 19 mm (3/4 in.);7.75;205;FerrousMetal
ASTM A618 HSLA Steel Grade Ia, Thickness 19 to 38 mm (3/4 to 1.5 in.);7.75;205;FerrousMetal
ASTM A618 HSLA Steel Grade Ib, Thickness 19 to 38 mm (3/4 to 1.5 in.);7.75;205;FerrousMetal
ASTM A618 HSLA Steel Grade II, Thickness 19 to 38 mm (3/4 to 1.5 in.);7.75;205;FerrousMetal
ASTM A618 HSLA Steel Grade III, Thickness 19 to 38 mm (3/4 to 1.5 in.);7.75;205;FerrousMetal
ASTM A619 Cold Rolled Carbon Steel;7.80;200;FerrousMetal
ASTM A620 Cold Rolled Carbon Steel, Special Killed;7.80;200;FerrousMetal
ASTM A621 Hot Rolled Carbon Steel;7.80;200;FerrousMetal
ASTM A622 Hot Rolled Carbon Steel;7.80;200;FerrousMetal
ASTM A633 HSLA Steel Grade A, Thickness < 100 mm (4 in.);7.75;205;FerrousMetal
ASTM A633 HSLA Steel Grade C, Thickness < 65 mm (2.5 in.);7.75;205;FerrousMetal
ASTM A633 HSLA Steel Grade C, Thickness 65 to 100 mm (2.5 to 4 in.);7.75;205;FerrousMetal
ASTM A633 HSLA Steel Grade D, Thickness < 65 mm (2.5 in.);7.75;205;FerrousMetal
ASTM A633 HSLA Steel Grade D, Thickness 65 to 100 mm (2.5 to 4 in.);7.75;205;FerrousMetal
ASTM A633 HSLA Steel Grade E, Thickness < 100 mm (4 in.);7.75;205;FerrousMetal
ASTM A633 HSLA Steel Grade E, Thickness 100 to 150 mm (4-6 in.);7.75;205;FerrousMetal
ASTM A642 Galvanized Steel;7.80;200;FerrousMetal
ASTM A645 Low Alloy Steel;7.80;200;FerrousMetal
ASTM A656 Steel, Grade 3;7.80;200;FerrousMetal
ASTM A656 Steel, Grade 7;7.80;200;FerrousMetal
ASTM A662 Carbon Steel, Grade A;7.80;200;FerrousMetal
ASTM A662 Carbon Steel, Grade B;7.80;200;FerrousMetal
ASTM A662 Carbon Steel, Grade C;7.80;200;FerrousMetal
ASTM A678 Steel, Grade D;7.80;200;FerrousMetal
ASTM A690 HSLA Steel, Thickness < 100 mm (4 in.);7.80;205;FerrousMetal
ASTM A724 Carbon Steel, Grade A;7.80;200;FerrousMetal
ASTM A724 Carbon Steel, Grade B;7.80;200;FerrousMetal
ASTM A724 Carbon Steel, Grade C;7.80;200;FerrousMetal
ASTM A734 Low Alloy Steel, Grade A;7.80;200;FerrousMetal
ASTM A734 Low Alloy Steel, Grade B;7.80;200;FerrousMetal
ASTM A735 Low Alloy Steel, Class 1;7.80;200;FerrousMetal
ASTM A735 Low Alloy Steel, Class 2;7.80;200;FerrousMetal
ASTM A735 Low Alloy Steel, Class 3;7.80;200;FerrousMetal
ASTM A735 Low Alloy Steel, Class 4;7.80;200;FerrousMetal
ASTM A736 Low Alloy Steel, Grade A, Class 1;7.80;200;FerrousMetal
ASTM A736 Low Alloy Steel, Grade A, Class 2;7.80;200;FerrousMetal
ASTM A736 Low Alloy Steel, Grade A, Class 3;7.80;200;FerrousMetal
ASTM A736 Low Alloy Steel, Grade C, Class 1;7.80;200;FerrousMetal
ASTM A736 Low Alloy Steel, Grade C, Class 3;7.80;200;FerrousMetal
ASTM A737 Steel, Grade B;7.80;200;FerrousMetal
ASTM A737 Steel, Grade C;7.80;200;FerrousMetal
ASTM A738 Carbon Steel, Grade A;7.80;200;FerrousMetal
ASTM A738 Carbon Steel, Grade B;7.80;200;FerrousMetal
ASTM A738 Carbon Steel, Grade C;7.80;200;FerrousMetal
ASTM A782 Low Alloy Steel, Class 1;7.80;200;FerrousMetal
ASTM A782 Low Alloy Steel, Class 2;7.80;200;FerrousMetal
ASTM A782 Low Alloy Steel, Class 3;7.80;200;FerrousMetal
ASTM A808 HSLA Steel, Thickness < 40 mm (1.5 in.);7.75;205;FerrousMetal
ASTM A808 HSLA Steel, Thickness 40 - 50 mm (1.5 to 2 in.);7.75;205;FerrousMetal
ASTM A808 HSLA Steel, Thickness 50 - 65 mm (2 to 2.5 in.);7.80;205;FerrousMetal
ASTM A812 HSLA Steel Grade 65 Sheet;7.80;205;FerrousMetal
ASTM A812 HSLA Steel Grade 80 Sheet;7.80;205;FerrousMetal
ASTM A841 HSLA Steel, Thickness < 65 mm (2.5 in.);7.80;205;FerrousMetal
ASTM A841 HSLA Steel, Thickness 65 to 100 mm (2.5 to 4 in.);7.80;205;FerrousMetal
ASTM A832 Low Alloy Steel;7.80;200;FerrousMetal
ASTM A844 Alloy Steel;7.80;200;FerrousMetal
ASTM A852 Steel;7.80;200;FerrousMetal
ASTM A871 HSLA Steel Grade 60, Hot-Rolled, 5-35 mm (3/16 to 1 3/8 in.);7.75;205;FerrousMetal
ASTM A871 HSLA Steel Grade 65, Hot-Rolled, 5-20 mm (3/16 to 3/4 in.);7.75;205;FerrousMetal
ASTM A228 Steel (UNS K08500);7.80;210;FerrousMetal
AK Steel ASTM A 570, Grade 30 Hot Rolled Carbon Steel, Structural Quality (SQ);7.87;200;FerrousMetal
AK Steel ASTM A 570, Grade 33 Hot Rolled Carbon Steel, Structural Quality (SQ);7.87;200;FerrousMetal
AK Steel ASTM A 570, Grade 36 Hot Rolled Carbon Steel, Structural Quality (SQ);7.87;200;FerrousMetal
AK Steel ASTM A 570, Grade 40 Hot Rolled Carbon Steel, Structural Quality (SQ);7.87;200;FerrousMetal
AK Steel ASTM A 570, Grade 45 Hot Rolled Carbon Steel, Structural Quality (SQ);7.87;200;FerrousMetal
AK Steel ASTM A 570, Grade 50 Hot Rolled Carbon Steel, Structural Quality (SQ);7.87;200;FerrousMetal
AK Steel ASTM A 570, Grade 55 Hot Rolled Carbon Steel, Structural Quality (SQ);7.87;200;FerrousMetal
AK Steel ASTM A 907, Grade 30 Hot Rolled Carbon Steel, Structural Quality (SQ);7.87;200;FerrousMetal
AK Steel ASTM A 907, Grade 33 Hot Rolled Carbon Steel, Structural Quality (SQ);7.87;200;FerrousMetal
AK Steel ASTM A 907, Grade 36 Hot Rolled Carbon Steel, Structural Quality (SQ);7.87;200;FerrousMetal
AK Steel ASTM A 907, Grade 40 Hot Rolled Carbon Steel, Structural Quality (SQ);7.87;200;FerrousMetal
AK Steel ASTM A 607 Class 1 Formable, Grade 45K Hot Rolled Carbon Steel, Medium/High Strength Low Alloy (HSLA);7.87;200;FerrousMetal
AK Steel ASTM A 607 Class 1 Formable, Grade 50K Hot Rolled Carbon Steel, Medium/High Strength Low Alloy (HSLA);7.87;200;FerrousMetal
AK Steel ASTM A 607 Class 1 Formable, Grade 55K Hot Rolled Carbon Steel, Medium/High Strength Low Alloy (HSLA);7.87;200;FerrousMetal
AK Steel ASTM A 607 Class 1 Formable, Grade 60K Hot Rolled Carbon Steel, Medium/High Strength Low Alloy (HSLA);7.87;200;FerrousMetal
AK Steel ASTM A 607 Class 2 Formable, Grade 45K Hot Rolled Carbon Steel, Medium/High Strength Low Alloy (HSLA);7.87;200;FerrousMetal
AK Steel ASTM A 607 Class 2 Formable, Grade 50K Hot Rolled Carbon Steel, Medium/High Strength Low Alloy (HSLA);7.87;200;FerrousMetal
AK Steel ASTM A 607 Class 2 Formable, Grade 55K Hot Rolled Carbon Steel, Medium/High Strength Low Alloy (HSLA);7.87;200;FerrousMetal
AK Steel ASTM A 607 Class 2 Formable, Grade 60K Hot Rolled Carbon Steel, Medium/High Strength Low Alloy (HSLA);7.87;200;FerrousMetal
AK Steel ASTM A 715 Class 2 Formable, Grade 50F Hot Rolled Carbon Steel, Medium/High Strength Low Alloy (HSLA);7.87;200;FerrousMetal
AK Steel ASTM A 715 Class 2 Formable, Grade 60F Hot Rolled Carbon Steel, Medium/High Strength Low Alloy (HSLA);7.87;200;FerrousMetal
AK Steel ZINCGRIP FORMABLE 50K / ASTM A1008 class 1 / SAE J1392 050 XLK, Grade 50 Electrogalvanized Carbon Steel, High Strength Low Alloy Steel (HSLAS);7.87;200;FerrousMetal
AK Steel ZINCGRIP FORMABLE 50K / ASTM A1008 class 2 / SAE J1392 050 XLK, Grade 50 Electrogalvanized Carbon Steel, High Strength Low Alloy Steel (HSLAS);7.87;200;FerrousMetal
AK Steel ASTM A 463 / SAE J1392 040 AHK, Grade 40 Aluminized Carbon Steel, Structural Steel (SS);7.85;201;FerrousMetal
AK Steel ASTM A 424 Type 1, UNIVIT DS Enameling Carbon Steel;7.87;200;FerrousMetal
AK Steel ASTM A 424 Type III, I-F Enamel Enameling Carbon Steel;7.87;200;FerrousMetal
AK Steel ASTM A 424 Type II, VIT-PLUS DS Enameling Carbon Steel;7.87;200;FerrousMetal
AK Steel ASTM A 1011, Grade 30 Hot Rolled Carbon Steel, Structural Steel (SS);7.87;200;FerrousMetal
AK Steel ASTM A 1011, Grade 33 Hot Rolled Carbon Steel, Structural Steel (SS);7.87;200;FerrousMetal
AK Steel ASTM A 1011, Grade 36 Type 1 Hot Rolled Carbon Steel, Structural Steel (SS);7.87;200;FerrousMetal
AK Steel ASTM A 1011, Grade 36 Type 2 Hot Rolled Carbon Steel, Structural Steel (SS);7.87;200;FerrousMetal
AK Steel ASTM A 1011, Grade 40 Hot Rolled Carbon Steel, Structural Steel (SS);7.87;200;FerrousMetal
AK Steel ASTM A 1011, Grade 45 Type 1 Hot Rolled Carbon Steel, Structural Steel (SS);7.87;200;FerrousMetal
AK Steel ASTM A 1011, Grade 50 Hot Rolled Carbon Steel, Structural Steel (SS);7.87;200;FerrousMetal
AK Steel ASTM A 1011, Grade 55 Hot Rolled Carbon Steel, Structural Steel (SS);7.87;200;FerrousMetal
AK Steel ASTM A 1018, Grade 30 Hot Rolled Carbon Steel, Structural Steel (SS);7.87;200;FerrousMetal
AK Steel ASTM A 1018, Grade 33 Hot Rolled Carbon Steel, Structural Steel (SS);7.87;200;FerrousMetal
AK Steel ASTM A 1018, Grade 36 Type 1 and 2 Hot Rolled Carbon Steel, Structural Steel (SS);7.87;200;FerrousMetal
AK Steel ASTM A 1018, Grade 40 Hot Rolled Carbon Steel, Structural Steel (SS);7.87;200;FerrousMetal
AK Steel ASTM A 568 and A 635 Hot Rolled Carbon Steel, Structural Steel (SS);7.87;200;FerrousMetal
AK Steel ASTM A 1011, Class 1 Formable, Grade 45K Hot Rolled Carbon Steel, Medium/High Strength Low Alloy Steel (HSLA);7.87;200;FerrousMetal
AK Steel ASTM A 1011, Class 1 Formable, Grade 50K Hot Rolled Carbon Steel, Medium/High Strength Low Alloy Steel (HSLA);7.87;200;FerrousMetal
AK Steel ASTM A 1011, Class 1 Formable, Grade 55K Hot Rolled Carbon Steel, Medium/High Strength Low Alloy Steel (HSLA);7.87;200;FerrousMetal
AK Steel ASTM A 1011, Class 1 Formable, Grade 60K Hot Rolled Carbon Steel, Medium/High Strength Low Alloy Steel (HSLA);7.87;200;FerrousMetal
AK Steel ASTM A 1011, Class 2 Formable, Grade 45K Hot Rolled Carbon Steel, Medium/High Strength Low Alloy Steel (HSLA);7.87;200;FerrousMetal
AK Steel ASTM A 1011, Class 2 Formable, Grade 50K Hot Rolled Carbon Steel, Medium/High Strength Low Alloy Steel (HSLA);7.87;200;FerrousMetal
AK Steel ASTM A 1011, Class 2 Formable, Grade 55K Hot Rolled Carbon Steel, Medium/High Strength Low Alloy Steel (HSLA);7.87;200;FerrousMetal
AK Steel ASTM A 1011, Class 2 Formable, Grade 60K Hot Rolled Carbon Steel, Medium/High Strength Low Alloy Steel (HSLA);7.87;200;FerrousMetal
AK Steel ASTM A 1011, Class 2 Formable, Grade 50F Hot Rolled Carbon Steel, Medium/High Strength Low Alloy Steel (HSLA-F);7.87;200;FerrousMetal
AK Steel ASTM A 1011, Class 2 Formable, Grade 60F Hot Rolled Carbon Steel, Medium/High Strength Low Alloy Steel (HSLA-F);7.87;200;FerrousMetal
AK Steel ASTM A 1011, Class 2 Formable, Grade 55F Hot Rolled Carbon Steel, Medium/High Strength Low Alloy Steel (HSLA-F);7.87;200;FerrousMetal
Overview of materials for AISI 1000 Series Steel;7.80 - 7.87;186 - 210;FerrousMetal
Overview of materials for High Carbon Steel;0.451 - 8.26;13.8 - 235;FerrousMetal
Overview of materials for Low Carbon Steel;2.85 - 8.08;183 - 213;FerrousMetal
Overview of materials for Medium Carbon Steel;7.75 - 7.89;187 - 213;FerrousMetal
AISI 1006 Steel, cold drawn;7.87;206;FerrousMetal
AISI 1006 Steel, hot rolled bar, 19-32 mm (0.75-1.25 in) round;7.87;206;FerrousMetal
AISI 1006 Steel, cold drawn bar, 19-32 mm (0.75-1.25 in) round;7.87;206;FerrousMetal
AISI 1006 Steel, CQ, DQ, and DQSK sheet, 1.6-5.8 (0.06-0.23 in) mm thick;7.87;206;FerrousMetal
AISI 1010 Steel, cold drawn;7.87;205;FerrousMetal
AISI 1012 Steel, cold drawn;7.87;205;FerrousMetal
AISI 1015 Steel, cold drawn;7.87;205;FerrousMetal
AISI 1015 Steel, cold drawn, 19-32 mm (0.75-1.25 in) round;7.87;205;FerrousMetal
AISI 1016 Steel, cold drawn, 19-32 mm (0.75-1.25 in) round;7.87;205;FerrousMetal
AISI 1017 Steel, cold drawn;7.87;205;FerrousMetal
AISI 1019 Steel, cold drawn;7.87;205;FerrousMetal
AISI 1021 Steel, cold drawn;7.86;205;FerrousMetal
AISI 1022 Steel, cold drawn round (19 - 32 mm);7.87;205;FerrousMetal
AISI 1022 Steel, as rolled;7.86;205;FerrousMetal
AISI 1022 Steel, normalized at 925°C (1700°F);7.86;205;FerrousMetal
AISI 1022 Steel, annealed at 870°C (1600°F);7.86;205;FerrousMetal
AISI 1023 Steel, cold drawn, 19-32 mm (0.75-1.25 in) round;7.86;205;FerrousMetal
AISI 1025 Steel, cold drawn, 19-32 mm (0.75-1.25 in) round;7.86;205;FerrousMetal
AISI 1025 Steel, as drawn, 16-22 mm (0.625-0.875 in) round;7.86;205;FerrousMetal
AISI 1026 Steel, cold drawn, 19-32 mm (0.75-1.25 in) round;7.86;205;FerrousMetal
AISI 1030 Steel, cold drawn, 19-32 mm (0.75-1.25 in) round;7.85;206;FerrousMetal
AISI 1030 Steel, as rolled;7.85;206;FerrousMetal
AISI 1030 Steel, normalized 925°C (1700°F);7.85;206;FerrousMetal
AISI 1030 Steel, annealed at 845°C (1550°F);7.85;206;FerrousMetal
AISI 1030 Steel, annealed at 845°C (1550°F), furnace cooled 11°C (20°F) per hour to 650°C (1200°F), air cooled, 25 mm (1 in.) round;7.87;206;FerrousMetal
AISI 1030 Steel, normalized at 925°C (1700°F), air cooled, 13 mm (0.5 in.) round;7.87;206;FerrousMetal
AISI 1030 Steel, normalized at 925°C (1700°F), air cooled, 25 mm (1 in.) round;7.87;206;FerrousMetal
AISI 1030 Steel, normalized at 925°C (1700°F), air cooled, 50 mm (2 in.) round;7.87;206;FerrousMetal
AISI 1030 Steel, normalized at 925°C (1700°F), air cooled, 100 mm (4 in.) round;7.87;206;FerrousMetal
AISI 1030 Steel, water quenched from 870°C (1600°F), 540°C (1000°F) temper, 13 mm (0.5 in.) round;7.87;206;FerrousMetal
AISI 1030 Steel, water quenched from 870°C (1600°F), 540°C (1000°F) temper, 25 mm (1 in.) round;7.87;206;FerrousMetal
AISI 1030 Steel, water quenched from 870°C (1600°F), 540°C (1000°F) temper, 50 mm (2 in.) round;7.87;206;FerrousMetal
AISI 1030 Steel, water quenched from 870°C (1600°F), 540°C (1000°F) temper, 100 mm (4 in.) round;7.87;206;FerrousMetal
AISI 1030 Steel, water quenched from 870°C (1600°F), 595°C (1100°F) temper, 13 mm (0.5 in.) round;7.87;206;FerrousMetal
AISI 1030 Steel, water quenched from 870°C (1600°F), 595°C (1100°F) temper, 25 mm (1 in.) round;7.87;206;FerrousMetal
AISI 1030 Steel, water quenched from 870°C (1600°F), 595°C (1100°F) temper, 50 mm (2 in.) round;7.87;206;FerrousMetal
AISI 1030 Steel, water quenched from 870°C (1600°F), 595°C (1100°F) temper, 100 mm (4 in.) round;7.87;206;FerrousMetal
AISI 1030 Steel, water quenched from 870°C (1600°F), 650°C (1200°F) temper, 13 mm (0.5 in.) round;7.87;206;FerrousMetal
AISI 1030 Steel, water quenched from 870°C (1600°F), 650°C (1200°F) temper, 25 mm (1 in.) round;7.87;206;FerrousMetal
AISI 1030 Steel, water quenched from 870°C (1600°F), 650°C (1200°F) temper, 50 mm (2 in.) round;7.87;206;FerrousMetal
AISI 1030 Steel, water quenched from 870°C (1600°F), 650°C (1200°F) temper, 100 mm (4 in.) round;7.87;206;FerrousMetal
AISI 1030 Steel, hot rolled, 19-32 mm (0.75-1.25 in) round;7.87;206;FerrousMetal
AISI 1038 Steel, cold drawn, 19-32 mm (0.75-1.25 in) round;7.84;205;FerrousMetal
AISI 1038H Steel;7.84;205;FerrousMetal
AISI 1044 Steel, hot rolled, 19-32 mm (0.75-1.25 in) round;7.85;205;FerrousMetal
AISI 1045 Steel, cold drawn, 19-32 mm (0.75-1.25 in) round;7.85;206;FerrousMetal
AISI 1045 Steel, cold drawn, annealed, 19-32 mm (0.75-1.25 in) round;7.85;206;FerrousMetal
AISI 1045 Steel, turned, ground, and polished, 19-32 mm (0.75-1.25 in) round;7.85;206;FerrousMetal
AISI 1045 Steel, cold drawn, low temperature, stress relieved round (16 - 22 mm);7.85;206;FerrousMetal
AISI 1045 Steel, cold drawn, high temperature, stress relieved, 16-22 mm (0.625-0.875 in) round;7.85;206;FerrousMetal
AISI 1045 Steel, hot rolled, 19-32 mm (0.75-1.25 in) round;7.87;206;FerrousMetal
AISI 1045 Steel, as cold drawn, 16-22 mm (0.625-0.875 in) round;7.87;206;FerrousMetal
AISI 1045 Steel, as cold drawn, 22-32 mm (0.875-1.25 in) round;7.87;206;FerrousMetal
AISI 1045 Steel, as cold drawn, 32-50 mm (1.25-2 in) round;7.87;206;FerrousMetal
AISI 1045 Steel, cold drawn, high temperature stress relieved, 22-32 mm (0.875-1.25 in) round;7.87;206;FerrousMetal
AISI 1045 Steel, cold drawn, high temperature stress relieved, 32-50 mm (1.25-2 in) round;7.87;206;FerrousMetal
AISI 1045 Steel, Quenched and Tempered to 390 HB;7.85;206;FerrousMetal
AISI 1045 Steel, Quenched and Tempered to 450 HB;7.85;206;FerrousMetal
